9.0 2.888888888888889 
17.0 1.4705882352941175 
23.0 1.1304347826086956 
9.0 2.888888888888889 
12.0 2.083333333333333 
3.0 8.333333333333332 
19.0 1.263157894736842 
3.0 8.333333333333332 
3.0 8.333333333333332 
3.0 8.333333333333332 
6.0 4.333333333333333 
4.0 6.0 
6.0 4.333333333333333 
14.0 1.7857142857142856 
15.0 1.6666666666666667 
17.0 1.4705882352941175 
8.0 3.0 
18.0 1.3333333333333333 
12.0 2.083333333333333 
2.0 12.5 
6.0 4.333333333333333 
6.0 4.333333333333333 
9.0 2.888888888888889 
9.0 2.888888888888889 
9.0 2.888888888888889 
6.0 4.333333333333333 
22.0 1.1818181818181819 
16.0 1.5 
24.0 1.125 
6.0 4.333333333333333 
15.0 1.6666666666666667 
13.0 1.8461538461538463 
12.0 2.083333333333333 
24.0 1.125 
6.0 4.333333333333333 
9.0 2.888888888888889 
21.0 1.2380952380952381 
25.0 1.0 
23.0 1.1304347826086956 
9.0 2.888888888888889 
9.0 2.888888888888889 
10.0 2.4000000000000004 
23.0 1.1304347826086956 
11.0 2.090909090909091 
14.0 1.7857142857142856 
21.0 1.2380952380952381 
6.0 4.333333333333333 
6.0 4.333333333333333 
5.0 5.0 
8.0 3.0 
7.0 3.4285714285714284 
1.0 24.0 
6.0 4.333333333333333 
